1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.169366 cmdq_next <global>: [bind-key/0x630cc892f3c0] (0), flags 0
1720573017.169369 cmd_find_best_session: 0 sessions to try
1720573017.169372 cmd_find_current_client: no target, return (nil)
1720573017.169375 cmd_find_best_session: 0 sessions to try
1720573017.169378 cmd_find_current_client: no target, return (nil)
1720573017.169381 cmd_find_best_session: 0 sessions to try
1720573017.169384 cmd_find_best_session: 0 sessions to try
1720573017.169388 key_bindings_add: 0x4e N = send-keys -X search-reverse
1720573017.169392 cmd_find_best_session: 0 sessions to try
1720573017.169395 cmdq_next <global>: [bind-key/0x630cc892f8d0] (0), flags 0
1720573017.169398 cmd_find_best_session: 0 sessions to try
1720573017.169401 cmd_find_current_client: no target, return (nil)
1720573017.169404 cmd_find_best_session: 0 sessions to try
1720573017.169407 cmd_find_current_client: no target, return (nil)
1720573017.169410 cmd_find_best_session: 0 sessions to try
1720573017.169413 cmd_find_best_session: 0 sessions to try
1720573017.169418 key_bindings_add: 0x50 P = send-keys -X toggle-position
1720573017.169421 cmd_find_best_session: 0 sessions to try
1720573017.169432 cmdq_next <global>: [bind-key/0x630cc892f4c0] (0), flags 0
1720573017.169439 cmd_find_best_session: 0 sessions to try
1720573017.169443 cmd_find_current_client: no target, return (nil)
1720573017.169446 cmd_find_best_session: 0 sessions to try
1720573017.169449 cmd_find_current_client: no target, return (nil)
1720573017.169452 cmd_find_best_session: 0 sessions to try
1720573017.169455 cmd_find_best_session: 0 sessions to try
1720573017.169459 key_bindings_add: 0x52 R = send-keys -X rectangle-toggle
1720573017.169462 cmd_find_best_session: 0 sessions to try
1720573017.169466 cmdq_next <global>: [bind-key/0x630cc8930f40] (0), flags 0
1720573017.169469 cmd_find_best_session: 0 sessions to try
1720573017.169472 cmd_find_current_client: no target, return (nil)
1720573017.169475 cmd_find_best_session: 0 sessions to try
1720573017.169478 cmd_find_current_client: no target, return (nil)
1720573017.169481 cmd_find_best_session: 0 sessions to try
1720573017.169484 cmd_find_best_session: 0 sessions to try
1720573017.169493 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1720573017.169497 cmd_find_best_session: 0 sessions to try
1720573017.169501 cmdq_next <global>: [bind-key/0x630cc8931bd0] (0), flags 0
1720573017.169504 cmd_find_best_session: 0 sessions to try
1720573017.169507 cmd_find_current_client: no target, return (nil)
1720573017.169510 cmd_find_best_session: 0 sessions to try
1720573017.169513 cmd_find_current_client: no target, return (nil)
1720573017.169516 cmd_find_best_session: 0 sessions to try
1720573017.169519 cmd_find_best_session: 0 sessions to try
1720573017.169524 key_bindings_add: 0x58 X = send-keys -X set-mark
1720573017.169527 cmd_find_best_session: 0 sessions to try
1720573017.169531 cmdq_next <global>: [bind-key/0x630cc8933390] (0), flags 0
1720573017.169534 cmd_find_best_session: 0 sessions to try
1720573017.169537 cmd_find_current_client: no target, return (nil)
1720573017.169545 cmd_find_best_session: 0 sessions to try
1720573017.169548 cmd_find_current_client: no target, return (nil)
1720573017.169551 cmd_find_best_session: 0 sessions to try
1720573017.169554 cmd_find_best_session: 0 sessions to try
1720573017.169561 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1720573017.169564 cmd_find_best_session: 0 sessions to try
1720573017.169568 cmdq_next <global>: [bind-key/0x630cc8934940] (0), flags 0
1720573017.169571 cmd_find_best_session: 0 sessions to try
1720573017.169574 cmd_find_current_client: no target, return (nil)
1720573017.169577 cmd_find_best_session: 0 sessions to try
1720573017.169580 cmd_find_current_client: no target, return (nil)
1720573017.169583 cmd_find_best_session: 0 sessions to try
1720573017.169586 cmd_find_best_session: 0 sessions to try
1720573017.169592 key_bindings_add: 0x67 g = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1720573017.169595 cmd_find_best_session: 0 sessions to try
1720573017.169599 cmdq_next <global>: [bind-key/0x630cc8935620] (0), flags 0
1720573017.169602 cmd_find_best_session: 0 sessions to try
1720573017.169605 cmd_find_current_client: no target, return (nil)
1720573017.169608 cmd_find_best_session: 0 sessions to try
1720573017.169611 cmd_find_current_client: no target, return (nil)
1720573017.169614 cmd_find_best_session: 0 sessions to try
1720573017.169617 cmd_find_best_session: 0 sessions to try
1720573017.169622 key_bindings_add: 0x6e n = send-keys -X search-again
1720573017.169625 cmd_find_best_session: 0 sessions to try
1720573017.169629 cmdq_next <global>: [bind-key/0x630cc8936300] (0), flags 0
1720573017.169632 cmd_find_best_session: 0 sessions to try
1720573017.169635 cmd_find_current_client: no target, return (nil)
1720573017.169638 cmd_find_best_session: 0 sessions to try
1720573017.169641 cmd_find_current_client: no target, return (nil)
1720573017.169644 cmd_find_best_session: 0 sessions to try
1720573017.169647 cmd_find_best_session: 0 sessions to try
1720573017.169652 key_bindings_add: 0x71 q = send-keys -X cancel
1720573017.169655 cmd_find_best_session: 0 sessions to try
1720573017.169658 cmdq_next <global>: [bind-key/0x630cc8936f90] (0), flags 0
1720573017.169661 cmd_find_best_session: 0 sessions to try
1720573017.169664 cmd_find_current_client: no target, return (nil)
1720573017.169667 cmd_find_best_session: 0 sessions to try
1720573017.169670 cmd_find_current_client: no target, return (nil)
1720573017.169673 cmd_find_best_session: 0 sessions to try
1720573017.169676 cmd_find_best_session: 0 sessions to try
1720573017.169682 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1720573017.169685 cmd_find_best_session: 0 sessions to try
1720573017.169688 cmdq_next <global>: [bind-key/0x630cc8938730] (0), flags 0
1720573017.169691 cmd_find_best_session: 0 sessions to try
1720573017.169694 cmd_find_current_client: no target, return (nil)
1720573017.169697 cmd_find_best_session: 0 sessions to try
1720573017.169700 cmd_find_current_client: no target, return (nil)
1720573017.169703 cmd_find_best_session: 0 sessions to try
1720573017.169706 cmd_find_best_session: 0 sessions to try
1720573017.169713 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1720573017.169716 cmd_find_best_session: 0 sessions to try
1720573017.169720 cmdq_next <global>: [bind-key/0x630cc89393a0] (0), flags 0
1720573017.169723 cmd_find_best_session: 0 sessions to try
1720573017.169726 cmd_find_current_client: no target, return (nil)
1720573017.169729 cmd_find_best_session: 0 sessions to try
1720573017.169732 cmd_find_current_client: no target, return (nil)
1720573017.169735 cmd_find_best_session: 0 sessions to try
1720573017.169738 cmd_find_best_session: 0 sessions to try
1720573017.169743 key_bindings_add: 0x10e1a3 Home = send-keys -X start-of-line
1720573017.169746 cmd_find_best_session: 0 sessions to try
1720573017.169750 cmdq_next <global>: [bind-key/0x630cc893a0e0] (0), flags 0
1720573017.169758 cmd_find_best_session: 0 sessions to try
1720573017.169761 cmd_find_current_client: no target, return (nil)
1720573017.169764 cmd_find_best_session: 0 sessions to try
1720573017.169767 cmd_find_current_client: no target, return (nil)
1720573017.169770 cmd_find_best_session: 0 sessions to try
1720573017.169773 cmd_find_best_session: 0 sessions to try
1720573017.169778 key_bindings_add: 0x10e1a4 End = send-keys -X end-of-line
1720573017.169781 cmd_find_best_session: 0 sessions to try
1720573017.169785 cmdq_next <global>: [bind-key/0x630cc893aa20] (0), flags 0
1720573017.169788 cmd_find_best_session: 0 sessions to try
1720573017.169791 cmd_find_current_client: no target, return (nil)
1720573017.169794 cmd_find_best_session: 0 sessions to try
1720573017.169797 cmd_find_current_client: no target, return (nil)
1720573017.169800 cmd_find_best_session: 0 sessions to try
1720573017.169803 cmd_find_best_session: 0 sessions to try
1720573017.169807 yylex_token: end at EOF
1720573017.169810 yylex_token: select-pane
1720573017.169814 cmd_parse_build_commands 0:0: select-pane
1720573017.169820 args_parse: flags end at 1 of 1
1720573017.169823 cmd_parse_build_commands: select-pane
1720573017.169827 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane
1720573017.169831 cmd_find_best_session: 0 sessions to try
1720573017.169834 cmdq_next <global>: [bind-key/0x630cc893ba50] (0), flags 0
1720573017.169837 cmd_find_best_session: 0 sessions to try
1720573017.169840 cmd_find_current_client: no target, return (nil)
1720573017.169843 cmd_find_best_session: 0 sessions to try
1720573017.169846 cmd_find_current_client: no target, return (nil)
1720573017.169849 cmd_find_best_session: 0 sessions to try
1720573017.169852 cmd_find_best_session: 0 sessions to try
1720573017.169858 key_bindings_add: 0x10e07a MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1720573017.169862 cmd_find_best_session: 0 sessions to try
1720573017.169866 cmdq_next <global>: [bind-key/0x630cc893c7a0] (0), flags 0
1720573017.169869 cmd_find_best_session: 0 sessions to try
1720573017.169872 cmd_find_current_client: no target, return (nil)
1720573017.169874 cmd_find_best_session: 0 sessions to try
1720573017.169877 cmd_find_current_client: no target, return (nil)
1720573017.169880 cmd_find_best_session: 0 sessions to try
1720573017.169883 cmd_find_best_session: 0 sessions to try
1720573017.169890 key_bindings_add: 0x10e0b0 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1720573017.169893 cmd_find_best_session: 0 sessions to try
1720573017.169896 cmdq_next <global>: [bind-key/0x630cc893d9b0] (0), flags 0
1720573017.169899 cmd_find_best_session: 0 sessions to try
1720573017.169902 cmd_find_current_client: no target, return (nil)
1720573017.169905 cmd_find_best_session: 0 sessions to try
1720573017.169908 cmd_find_current_client: no target, return (nil)
1720573017.169911 cmd_find_best_session: 0 sessions to try
1720573017.169914 cmd_find_best_session: 0 sessions to try
1720573017.169922 key_bindings_add: 0x10e0e6 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1720573017.169925 cmd_find_best_session: 0 sessions to try
1720573017.169929 cmdq_next <global>: [bind-key/0x630cc893ebf0] (0), flags 0
1720573017.169933 cmd_find_best_session: 0 sessions to try
1720573017.169936 cmd_find_current_client: no target, return (nil)
1720573017.169939 cmd_find_best_session: 0 sessions to try
1720573017.169942 cmd_find_current_client: no target, return (nil)
1720573017.169944 cmd_find_best_session: 0 sessions to try
1720573017.169947 cmd_find_best_session: 0 sessions to try
1720573017.169954 key_bindings_add: 0x10e0ec WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1720573017.169957 cmd_find_best_session: 0 sessions to try
1720573017.169961 cmdq_next <global>: [bind-key/0x630cc89399b0] (0), flags 0
1720573017.169964 cmd_find_best_session: 0 sessions to try
1720573017.169967 cmd_find_current_client: no target, return (nil)
1720573017.169970 cmd_find_best_session: 0 sessions to try
1720573017.169973 cmd_find_current_client: no target, return (nil)
1720573017.169981 cmd_find_best_session: 0 sessions to try
1720573017.169984 cmd_find_best_session: 0 sessions to try
1720573017.169994 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1720573017.169997 cmd_find_best_session: 0 sessions to try
1720573017.170001 cmdq_next <global>: [bind-key/0x630cc8931110] (0), flags 0
1720573017.170004 cmd_find_best_session: 0 sessions to try
1720573017.170007 cmd_find_current_client: no target, return (nil)
1720573017.170010 cmd_find_best_session: 0 sessions to try
1720573017.170013 cmd_find_current_client: no target, return (nil)
1720573017.170016 cmd_find_best_session: 0 sessions to try
1720573017.170019 cmd_find_best_session: 0 sessions to try
1720573017.170028 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1720573017.170032 cmd_find_best_session: 0 sessions to try
1720573017.170035 cmdq_next <global>: [bind-key/0x630cc8938a70] (0), flags 0
1720573017.170038 cmd_find_best_session: 0 sessions to try
1720573017.170041 cmd_find_current_client: no target, return (nil)
1720573017.170044 cmd_find_best_session: 0 sessions to try
1720573017.170047 cmd_find_current_client: no target, return (nil)
1720573017.170050 cmd_find_best_session: 0 sessions to try
1720573017.170053 cmd_find_best_session: 0 sessions to try
1720573017.170057 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1720573017.170061 cmd_find_best_session: 0 sessions to try
1720573017.170064 cmdq_next <global>: [bind-key/0x630cc89370d0] (0), flags 0
1720573017.170067 cmd_find_best_session: 0 sessions to try
1720573017.170070 cmd_find_current_client: no target, return (nil)
1720573017.170073 cmd_find_best_session: 0 sessions to try
1720573017.170076 cmd_find_current_client: no target, return (nil)
1720573017.170079 cmd_find_best_session: 0 sessions to try
1720573017.170082 cmd_find_best_session: 0 sessions to try
1720573017.170086 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1720573017.170089 cmd_find_best_session: 0 sessions to try
1720573017.170093 cmdq_next <global>: [bind-key/0x630cc893d020] (0), flags 0
1720573017.170096 cmd_find_best_session: 0 sessions to try
1720573017.170099 cmd_find_current_client: no target, return (nil)
1720573017.170102 cmd_find_best_session: 0 sessions to try
1720573017.170105 cmd_find_current_client: no target, return (nil)
1720573017.170108 cmd_find_best_session: 0 sessions to try
1720573017.170111 cmd_find_best_session: 0 sessions to try
1720573017.170115 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1720573017.170118 cmd_find_best_session: 0 sessions to try
1720573017.170122 cmdq_next <global>: [bind-key/0x630cc89315b0] (0), flags 0
1720573017.170125 cmd_find_best_session: 0 sessions to try
1720573017.170128 cmd_find_current_client: no target, return (nil)
1720573017.170131 cmd_find_best_session: 0 sessions to try
1720573017.170134 cmd_find_current_client: no target, return (nil)
1720573017.170137 cmd_find_best_session: 0 sessions to try
1720573017.170140 cmd_find_best_session: 0 sessions to try
1720573017.170145 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1720573017.170148 cmd_find_best_session: 0 sessions to try
1720573017.170151 cmdq_next <global>: [bind-key/0x630cc8933670] (0), flags 0
1720573017.170154 cmd_find_best_session: 0 sessions to try
1720573017.170157 cmd_find_current_client: no target, return (nil)
1720573017.170160 cmd_find_best_session: 0 sessions to try
1720573017.170163 cmd_find_current_client: no target, return (nil)
1720573017.170166 cmd_find_best_session: 0 sessions to try
1720573017.170169 cmd_find_best_session: 0 sessions to try
1720573017.170174 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1720573017.170177 cmd_find_best_session: 0 sessions to try
1720573017.170181 cmdq_next <global>: [bind-key/0x630cc893bcf0] (0), flags 0
1720573017.170184 cmd_find_best_session: 0 sessions to try
1720573017.170187 cmd_find_current_client: no target, return (nil)
1720573017.170195 cmd_find_best_session: 0 sessions to try
1720573017.170198 cmd_find_current_client: no target, return (nil)
1720573017.170201 cmd_find_best_session: 0 sessions to try
1720573017.170204 cmd_find_best_session: 0 sessions to try
1720573017.170209 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1720573017.170212 cmd_find_best_session: 0 sessions to try
1720573017.170216 cmdq_next <global>: [bind-key/0x630cc893a760] (0), flags 0
1720573017.170218 cmd_find_best_session: 0 sessions to try
1720573017.170221 cmd_find_current_client: no target, return (nil)
1720573017.170224 cmd_find_best_session: 0 sessions to try
1720573017.170227 cmd_find_current_client: no target, return (nil)
1720573017.170230 cmd_find_best_session: 0 sessions to try
1720573017.170233 cmd_find_best_session: 0 sessions to try
1720573017.170240 key_bindings_add: 0x100000000031 M-1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1720573017.170243 cmd_find_best_session: 0 sessions to try
1720573017.170247 cmdq_next <global>: [bind-key/0x630cc8934aa0] (0), flags 0
1720573017.170250 cmd_find_best_session: 0 sessions to try
